brand,name,address_street,suburb,city,state,postcode,lat,lng,phone,email,website,rating,review_count,opening_hours,location_type,google_place_id,maps_url,svi_search_volume,svi_cpc,svi_competition,svi_period,pop_sa2_name,pop_year,pop_population,pop_change,pop_growth_pct
KFC,KFC Reedy Creek,5 Oyster Creek Dr,WEST BURLEIGH,CLIFTON HILL,QLD,4220,-28.1166680,153.4215942,+61 7 5675 7640,,https://www.kfc.com.au/restaurants/kfc-reedy-creek/4220?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9504,3.5,10,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-22:00; Sat: 10:00-22:00,brick_and_mortar,0x6b910346eb4956ed:0xcd1816d551cae7fa,https://www.google.com/maps/place/KFC+Reedy+Creek/data=!4m7!3m6!1s0x6b910346eb4956ed:0xcd1816d551cae7fa!8m2!3d-28.116668!4d153.4215942!16s%2Fg%2F11z0hhg4gq!19sChIJ7VZJ60YDkWsR-ufKUdUWGM0?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Gladstone,79 Dawson Hwy,WEST GLADSTONE,CLIFTON HILL,QLD,4680,-23.8563683,151.2484304,+61 7 4972 1131,,https://www.kfc.com.au/restaurants/kfc-gladstone/4680?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9776,3.3,714,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-22:00; Sat: 10:00-22:00,brick_and_mortar,0x6bc274912c4b9625:0xc48f947184251052,https://www.google.com/maps/place/KFC+Gladstone/data=!4m7!3m6!1s0x6bc274912c4b9625:0xc48f947184251052!8m2!3d-23.8563683!4d151.2484304!16s%2Fg%2F1thxl7g8!19sChIJJZZLLJF0wmsRUhAlhHGUj8Q?authuser=0&hl=en&rclk=1,,,,,West Gladstone,2024,5123,87,1.73
KFC,KFC Wilsonton,393 Bridge St,WILSONTON,CLIFTON HILL,QLD,4350,-27.5443873,151.9256760,+61 7 4634 4640,,https://www.kfc.com.au/restaurants/kfc-wilsonton/4350?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9787,2.8,861,Sun: 09:00-22:00; Mon: 09:00-22:00; Tue: 09:00-22:00; Wed: 09:00-22:00; Thu: 09:00-23:00; Fri: 09:00-23:00; Sat: 09:00-23:00,brick_and_mortar,0x6b965cf0f881c307:0x4ba43dc50b75f20e,https://www.google.com/maps/place/KFC+Wilsonton/data=!4m7!3m6!1s0x6b965cf0f881c307:0x4ba43dc50b75f20e!8m2!3d-27.5443873!4d151.925676!16s%2Fg%2F1tdkmdhx!19sChIJB8OB-PBclmsRDvJ1C8U9pEs?authuser=0&hl=en&rclk=1,,,,,Wilsonton,2024,14612,43,0.30
KFC,KFC Windsor,143 Newmarket Rd,WINDSOR,NEW FARM,QLD,4030,-27.4364808,153.0233972,+61 7 3351 9535,,https://www.kfc.com.au/restaurants/kfc-windsor/4030?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9713,2.9,283,Sun: 10:00-21:30; Mon: 10:00-21:30; Tue: 10:00-21:30; Wed: 10:00-21:30; Thu: 10:00-21:30; Fri: 10:00-21:30; Sat: 10:00-21:30,brick_and_mortar,0x6b91598dd8bc408b:0x9820724ea7a10b08,https://www.google.com/maps/place/KFC+Windsor/data=!4m7!3m6!1s0x6b91598dd8bc408b:0x9820724ea7a10b08!8m2!3d-27.4364808!4d153.0233972!16s%2Fg%2F11tmxtcdmd!19sChIJi0C82I1ZkWsRCAuhp05yIJg?authuser=0&hl=en&rclk=1,,,,,Windsor,2024,8827,99,1.13
KFC,KFC Wurtulla,1 Piringa St,WURTULLA,BROOKSIDE CENTRE,QLD,4551,-26.7585661,153.1249969,+61 7 5437 9516,,https://www.kfc.com.au/restaurants/kfc-wurtulla/4575?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9884,3.5,728,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-22:00; Sat: 10:00-22:00,brick_and_mortar,0x6b939e910a6ef55d:0xb050213801911586,https://www.google.com/maps/place/KFC+Wurtulla/data=!4m7!3m6!1s0x6b939e910a6ef55d:0xb050213801911586!8m2!3d-26.7585661!4d153.1249969!16s%2Fg%2F1ptxw2353!19sChIJXfVuCpGek2sRhhWRATghULA?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Wynnum,2059-2067 Wynnum Rd,WYNNUM WEST,NEW FARM,QLD,4178,-27.4540790,153.1556754,+61 7 3396 9292,,https://www.kfc.com.au/restaurants/kfc-wynnum/4178?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9775,2.8,1136,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-22:00; Sat: 10:00-22:00,brick_and_mortar,0x6b915ef8a0e3749d:0x5e7cef0016a146ab,https://www.google.com/maps/place/KFC+Wynnum/data=!4m7!3m6!1s0x6b915ef8a0e3749d:0x5e7cef0016a146ab!8m2!3d-27.454079!4d153.1556754!16s%2Fg%2F1tdh40w9!19sChIJnXTjoPhekWsRq0ahFgDvfF4?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Yamanto,444 Warwick Rd,YAMANTO,BRISBANE,QLD,4305,-27.6577373,152.7452024,+61 7 3288 7627,,https://www.kfc.com.au/restaurants/kfc-yamanto/4305?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9750,3.1,1130,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-23:00; Sat: 10:00-23:00,brick_and_mortar,0x6b96b5f0917b6abf:0xaec2b11e44bacbba,https://www.google.com/maps/place/KFC+Yamanto/data=!4m7!3m6!1s0x6b96b5f0917b6abf:0xaec2b11e44bacbba!8m2!3d-27.6577373!4d152.7452024!16s%2Fg%2F11b5wjgsjt!19sChIJv2p7kfC1lmsRusu6RB6xwq4?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Yarrabilba,1 Mill St,YARRABILBA,CLIFTON HILL,QLD,4207,-27.8152543,153.1225809,+61 7 2899 6690,,https://www.kfc.com.au/restaurants/kfc-yarrabilba/4207?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9731,2.8,128,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-22:00; Sat: 10:00-22:00,brick_and_mortar,0x6b913fbc1611a4a5:0xdcabf78253df1c14,https://www.google.com/maps/place/KFC+Yarrabilba/data=!4m7!3m6!1s0x6b913fbc1611a4a5:0xdcabf78253df1c14!8m2!3d-27.8152543!4d153.1225809!16s%2Fg%2F11wr0cc24l!19sChIJpaQRFrw_kWsRFBzfU4L3q9w?authuser=0&hl=en&rclk=1,,,,,Yarrabilba,2024,14575,1418,10.78
KFC,KFC Yeppoon,"7 Fairfax Court Corner, Fairfax Ct",YEPPOON,CLIFTON HILL,QLD,4703,-23.1424992,150.7356632,+61 7 4939 3500,,https://www.kfc.com.au/restaurants/kfc-yeppoon/4703?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9888,3.3,302,Sun: 09:00-22:00; Mon: 09:00-22:00; Tue: 09:00-22:00; Wed: 09:00-22:00; Thu: 09:00-22:00; Fri: 09:00-22:00; Sat: 09:00-22:00,brick_and_mortar,0x6bc2e7cbbc4418a1:0x205f36ad1bf277db,https://www.google.com/maps/place/KFC+Yeppoon/data=!4m7!3m6!1s0x6bc2e7cbbc4418a1:0x205f36ad1bf277db!8m2!3d-23.1424992!4d150.7356632!16s%2Fg%2F1tykvkhg!19sChIJoRhEvMvnwmsR23fyG602XyA?authuser=0&hl=en&rclk=1,,,,,Yeppoon,2024,22082,433,2.00
KFC,KFC Cleveland,17 Shore St W,,ASCOT,QLD,,-27.5242991,153.2530519,+61 7 3286 1245,,https://www.kfc.com.au/restaurants/kfc-cleveland/4163?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9822,3.2,729,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-22:00; Sat: 10:00-22:00,brick_and_mortar,0x6b9166b1aa464e9b:0xaf8378d4b01a6019,https://www.google.com/maps/place/KFC+Cleveland/data=!4m7!3m6!1s0x6b9166b1aa464e9b:0xaf8378d4b01a6019!8m2!3d-27.5242991!4d153.2530519!16s%2Fg%2F1vgqd7zm!19sChIJm05GqrFmkWsRGWAasNR4g68?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Burpengary,173 Station Rd,,BROOKSIDE CENTRE,QLD,,-27.1541532,152.9750709,+61 7 3888 2636,,https://www.kfc.com.au/restaurants/kfc-burpengary/4505?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9989,3.3,814,Sun: 09:30-22:00; Mon: 09:30-22:00; Tue: 09:30-22:00; Wed: 09:30-22:00; Thu: 09:30-22:00; Fri: 09:30-22:00; Sat: 09:30-22:00,brick_and_mortar,0x6b93f0515d93dc31:0x850c19f6a17cf484,https://www.google.com/maps/place/KFC+Burpengary/data=!4m7!3m6!1s0x6b93f0515d93dc31:0x850c19f6a17cf484!8m2!3d-27.1541532!4d152.9750709!16s%2Fg%2F11c73kmbtv!19sChIJMdyTXVHwk2sRhPR8ofYZDIU?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Strathpine Food Court,"Shopping Centre, Shop g94/295 Gympie Rd",,EATONS HILL,QLD,,-27.3074385,152.9908634,+61 7 3205 2813,,https://www.kfc.com.au/restaurants/kfc-strathpine-food-court/4500?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9851,2.8,95,Sun: 10:00-16:00; Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:30; Fri: 09:00-17:30; Sat: 09:00-17:00,brick_and_mortar,0x6b93fcea0d019f1b:0xecaad69e5cebee3f,https://www.google.com/maps/place/KFC+Strathpine+Food+Court/data=!4m7!3m6!1s0x6b93fcea0d019f1b:0xecaad69e5cebee3f!8m2!3d-27.3074385!4d152.9908634!16s%2Fg%2F1tmqlz9y!19sChIJG58BDer8k2sRP-7rXJ7Wquw?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Salisbury,30 Park Terrace,,SALISBURY,QLD,,-34.7637512,138.6450361,+61 8 8283 1020,,https://www.kfc.com.au/restaurants/kfc-salisbury/5108?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K7843,3.5,1405,Sun: 09:00-00:00; Mon: 09:00-00:00; Tue: 09:00-00:00; Wed: 09:00-00:00; Thu: 09:00-00:00; Fri: 09:00-00:00; Sat: 09:00-00:00,brick_and_mortar,0x6ab0b3dbd311c7e1:0x6c8b4c49d424c9f9,https://www.google.com/maps/place/KFC+Salisbury/data=!4m7!3m6!1s0x6ab0b3dbd311c7e1:0x6c8b4c49d424c9f9!8m2!3d-34.7637512!4d138.6450361!16s%2Fg%2F1tj7f5cz!19sChIJ4ccR09uzsGoR-ckk1ElMi2w?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Kallangur,1517 Anzac Ave,,BRISBANE,QLD,,-27.2497191,152.9995987,+61 7 3886 0030,,https://www.kfc.com.au/restaurants/kfc-kallangur/4503?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9824,2.9,1149,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-22:00; Sat: 10:00-22:00,brick_and_mortar,0x6b93fb251c33da27:0x4ea4f6ed9084bc1a,https://www.google.com/maps/place/KFC+Kallangur/data=!4m7!3m6!1s0x6b93fb251c33da27:0x4ea4f6ed9084bc1a!8m2!3d-27.2497191!4d152.9995987!16s%2Fg%2F1tf7mr29!19sChIJJ9ozHCX7k2sRGryEkO32pE4?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Caboolture City,25A Beerburrum Rd,,BROOKSIDE CENTRE,QLD,,-27.0823412,152.9527729,+61 7 5495 8963,,https://www.kfc.com.au/restaurants/kfc-caboolture-city/4510?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9747,3.6,1009,Sun: 09:30-22:00; Mon: 09:30-22:00; Tue: 09:30-22:00; Wed: 09:30-22:00; Thu: 09:30-22:00; Fri: 09:30-23:00; Sat: 09:30-22:00,brick_and_mortar,0x6b93f3c7022c5457:0x8518771d91ce9e1a,https://www.google.com/maps/place/KFC+Caboolture+City/data=!4m7!3m6!1s0x6b93f3c7022c5457:0x8518771d91ce9e1a!8m2!3d-27.0823412!4d152.9527729!16s%2Fg%2F11b6xyk0cb!19sChIJV1QsAsfzk2sRGp7OkR13GIU?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Maryborough QLD,138 Lennox St,,KIMBERLEY PARK,QLD,,-25.5387650,152.6974270,+61 7 4121 6955,,https://www.kfc.com.au/restaurants/kfc-maryborough-qld/4650?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9777,3.5,830,Sun: 10:00-21:00; Mon: 10:00-21:00; Tue: 10:00-21:00; Wed: 10:00-21:00; Thu: 10:00-22:00; Fri: 10:00-22:00; Sat: 10:00-22:00,brick_and_mortar,0x6beb670fcc079a87:0x1017897f6b71fd45,https://www.google.com/maps/place/KFC+Maryborough+QLD/data=!4m7!3m6!1s0x6beb670fcc079a87:0x1017897f6b71fd45!8m2!3d-25.538765!4d152.697427!16s%2Fg%2F1tfklbx5!19sChIJh5oHzA9n62sRRf1xa3-JFxA?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC,200 Buchanan Rd,,BROOKSIDE CENTRE,QLD,,-27.1093524,152.9727428,+61 7 5294 9730,,https://www.kfc.com.au/restaurants/kfc-morayfield-east/4506,2.3,62,Sun: 09:30-22:00; Mon: 09:30-22:00; Tue: 09:30-22:00; Wed: 09:30-22:00; Thu: 09:30-22:00; Fri: 09:30-22:00; Sat: 09:30-22:00,brick_and_mortar,0x6b93f1000ba9adf5:0xd89b3456075c3fd3,https://www.google.com/maps/place/KFC/data=!4m7!3m6!1s0x6b93f1000ba9adf5:0xd89b3456075c3fd3!8m2!3d-27.1093524!4d152.9727428!16s%2Fg%2F11xyjlv7jp!19sChIJ9a2pCwDxk2sR0z9cB1Y0m9g?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC North Lakes,2 Mason St,,EATONS HILL,QLD,,-27.2397300,153.0094060,+61 7 3491 6486,,https://www.kfc.com.au/restaurants/kfc-north-lakes/4509?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9883,3.3,1320,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-22:00; Sat: 10:00-22:00,brick_and_mortar,0x6b93fad41a24ce35:0xf8edc78bc667a1ce,https://www.google.com/maps/place/KFC+North+Lakes/data=!4m7!3m6!1s0x6b93fad41a24ce35:0xf8edc78bc667a1ce!8m2!3d-27.23973!4d153.009406!16s%2Fg%2F1pp2tkhlp!19sChIJNc4kGtT6k2sRzqFnxovH7fg?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Northgate,"Northgate Shopping Centre, 25 King George V Ave",,NORTHGATE,QLD,,-42.8322402,147.2741491,+61 3 6273 8328,,https://www.kfc.com.au/restaurants/kfc-northgate/7010?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K2286,3.6,343,Sun: 10:00-16:00; Mon: 09:30-18:00; Tue: 09:30-18:00; Wed: 09:30-18:00; Thu: 09:30-18:00; Fri: 09:30-18:00; Sat: 09:30-17:30,brick_and_mortar,0xaa6e74a72ffbb3bb:0xf4f6edf2c9fe0da3,https://www.google.com/maps/place/KFC+Northgate/data=!4m7!3m6!1s0xaa6e74a72ffbb3bb:0xf4f6edf2c9fe0da3!8m2!3d-42.8322402!4d147.2741491!16s%2Fg%2F1wzt3l_y!19sChIJu7P7L6d0bqoRow3-yfLt9vQ?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Caboolture,"154 Morayfield Road Corner, Michael Ave",,EATONS HILL,QLD,,-27.1017491,152.9477843,+61 7 5495 3166,,https://www.kfc.com.au/restaurants/kfc-caboolture/4510?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9805,3.4,1390,Sun: 09:30-22:00; Mon: 09:30-22:00; Tue: 09:30-22:00; Wed: 09:30-22:00; Thu: 09:30-22:00; Fri: 09:30-23:00; Sat: 09:30-22:00,brick_and_mortar,0x6b93f161c0e068c3:0xe5194169b0ac68bf,https://www.google.com/maps/place/KFC+Caboolture/data=!4m7!3m6!1s0x6b93f161c0e068c3:0xe5194169b0ac68bf!8m2!3d-27.1017491!4d152.9477843!16s%2Fg%2F1thw29w7!19sChIJw2jgwGHxk2sRv2issGlBGeU?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Deception Bay,384 Deception Bay Rd,,EATONS HILL,QLD,,-27.1904323,153.0193069,+61 7 3204 7319,,https://www.kfc.com.au/restaurants/kfc-deception-bay/4508?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9833,3.3,687,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-22:00; Sat: 10:00-22:00,brick_and_mortar,0x6b93efe6aaaaa21f:0xaadae20ee4c69fdf,https://www.google.com/maps/place/KFC+Deception+Bay/data=!4m7!3m6!1s0x6b93efe6aaaaa21f:0xaadae20ee4c69fdf!8m2!3d-27.1904323!4d153.0193069!16s%2Fg%2F1ths9jm0!19sChIJH6Kqqubvk2sR35_G5A7i2qo?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Redcliffe,76 Anzac Ave,,EATONS HILL,QLD,,-27.2298030,153.1088048,+61 7 3284 7777,,https://www.kfc.com.au/restaurants/kfc-redcliffe/4020?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9945,2.8,1365,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-22:00; Sat: 10:00-22:00,brick_and_mortar,0x6b93e5e07598facd:0x3684f8bd524ef117,https://www.google.com/maps/place/KFC+Redcliffe/data=!4m7!3m6!1s0x6b93e5e07598facd:0x3684f8bd524ef117!8m2!3d-27.229803!4d153.1088048!16s%2Fg%2F1th5cr7_!19sChIJzfqYdeDlk2sRF_FOUr34hDY?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Gympie,23 Wickham St,,CLIFTON HILL,QLD,,-26.1907282,152.6567158,+61 7 5482 4080,,https://www.kfc.com.au/restaurants/kfc-gympie/4570?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9779,3.7,1466,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-22:00; Sat: 10:00-22:00,brick_and_mortar,0x6b94a340b5f89d3d:0xc6b1344c906a043d,https://www.google.com/maps/place/KFC+Gympie/data=!4m7!3m6!1s0x6b94a340b5f89d3d:0xc6b1344c906a043d!8m2!3d-26.1907282!4d152.6567158!16s%2Fg%2F1vyxjlhx!19sChIJPZ34tUCjlGsRPQRqkEw0scY?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Caboolture Big Fish,459 Pumicestone Rd,,BROOKSIDE CENTRE,QLD,,-27.0414182,152.9750308,+61 7 5294 9720,,https://www.kfc.com.au/restaurants/kfc-caboolture-big-fish/4510?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9710,3.1,223,Sun: 09:30-22:00; Mon: 09:30-22:00; Tue: 09:30-22:00; Wed: 09:30-22:00; Thu: 09:30-22:00; Fri: 09:30-22:00; Sat: 09:30-22:00,brick_and_mortar,0x6b93f3064cdbd609:0x2f6a090426658153,https://www.google.com/maps/place/KFC+Caboolture+Big+Fish/data=!4m7!3m6!1s0x6b93f3064cdbd609:0x2f6a090426658153!8m2!3d-27.0414182!4d152.9750308!16s%2Fg%2F11tnpzj2tg!19sChIJCdbbTAbzk2sRU4FlJgQJai8?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Strathpine,370 Gympie Rd,,BRISBANE,QLD,,-27.3052597,152.9888441,+61 7 3205 4396,,https://www.kfc.com.au/restaurants/kfc-strathpine/4500?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9783,3.5,716,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-22:00; Sat: 10:00-22:00,brick_and_mortar,0x6b93fc96ef9c3cb3:0xebe8db14c9939dde,https://www.google.com/maps/place/KFC+Strathpine/data=!4m7!3m6!1s0x6b93fc96ef9c3cb3:0xebe8db14c9939dde!8m2!3d-27.3052597!4d152.9888441!16s%2Fg%2F1tjkfzm_!19sChIJszyc75b8k2sR3p2TyRTb6Os?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Aberfoyle Park,130 Hub Dr,ABERFOYLE PARK,ADELAIDE UNIVERSITY,SA,5159,-35.0759794,138.5936686,+61 8 8370 4930,,https://www.kfc.com.au/restaurants/kfc-aberfoyle-park/5159?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K1500,3.3,467,Sun: 10:00-23:00; Mon: 10:00-23:00; Tue: 10:00-23:00; Wed: 10:00-23:00; Thu: 10:00-00:00; Fri: 10:00-00:00; Sat: 10:00-00:00,brick_and_mortar,0x6ab0d723b2833b67:0x7484949e3858ec40,https://www.google.com/maps/place/KFC+Aberfoyle+Park/data=!4m7!3m6!1s0x6ab0d723b2833b67:0x7484949e3858ec40!8m2!3d-35.0759794!4d138.5936686!16s%2Fg%2F1th1v5hs!19sChIJZzuDsiPXsGoRQOxYOJ6UhHQ?authuser=0&hl=en&rclk=1,,,,,Aberfoyle Park,2024,11871,-67,-0.56
KFC,KFC Blakes Crossing,267 Village Terrace,BLAKEVIEW,ADELAIDE UNIVERSITY,SA,5114,-34.6806113,138.7018085,+61 8 7372 8091,,https://www.kfc.com.au/restaurants/kfc-blakes-crossing/5114?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K7864,3.3,135,Sun: 09:30-23:00; Mon: 09:30-23:00; Tue: 09:30-23:00; Wed: 09:30-23:00; Thu: 09:30-23:00; Fri: 09:30-23:00; Sat: 09:30-23:00,brick_and_mortar,0x6ab0ad007d0362a3:0x4d918d00da6e1339,https://www.google.com/maps/place/KFC+Blakes+Crossing/data=!4m7!3m6!1s0x6ab0ad007d0362a3:0x4d918d00da6e1339!8m2!3d-34.6806113!4d138.7018085!16s%2Fg%2F11w8k9z034!19sChIJo2IDfQCtsGoRORNu2gCNkU0?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Bridgewater,7 Cove Hill Rd,BRIDGEWATER,BRIDGEWATER,SA,7030,-42.7345546,147.2419148,+61 3 6263 6831,,https://www.kfc.com.au/restaurants/kfc-bridgewater/7030?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K2270,3.4,601,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-23:00; Sat: 10:00-23:00,brick_and_mortar,0xaa6e12019ff87617:0xba3ebd25fbc5e14d,https://www.google.com/maps/place/KFC+Bridgewater/data=!4m7!3m6!1s0xaa6e12019ff87617:0xba3ebd25fbc5e14d!8m2!3d-42.7345546!4d147.2419148!16s%2Fg%2F1ptwg1ltf!19sChIJF3b4nwESbqoRTeHF-yW9Pro?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC East Brighton,307 Nepean Hwy,BRIGHTON EAST,BRIGHTON,SA,3187,-37.9003841,145.0077413,+61 3 9596 7866,,https://www.kfc.com.au/restaurants/kfc-east-brighton/3187?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K1436,3.7,924,Sun: 10:00-22:00; Mon: 09:30-22:00; Tue: 09:30-22:00; Wed: 09:30-22:00; Thu: 09:30-23:00; Fri: 09:30-23:00; Sat: 10:00-23:00,brick_and_mortar,0x6ad6691fb07f6a7d:0x2cc0a1bc40123615,https://www.google.com/maps/place/KFC+East+Brighton/data=!4m7!3m6!1s0x6ad6691fb07f6a7d:0x2cc0a1bc40123615!8m2!3d-37.9003841!4d145.0077413!16s%2Fg%2F1trsy43b!19sChIJfWp_sB9p1moRFTYSQLyhwCw?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Capalaba Central Food Court,"Central Shopping Centre, Shop F2/38 Moreton Bay Rd",CAPALABA,BALD HILLS,SA,4157,-27.5230142,153.1947457,+61 7 3823 2482,,https://www.kfc.com.au/restaurants/kfc-capalaba-central-food-court/4157?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9874,3.5,66,,brick_and_mortar,0x6b915d8cdbba8557:0x597f6223ef291d42,https://www.google.com/maps/place/KFC+Capalaba+Central+Food+Court/data=!4m7!3m6!1s0x6b915d8cdbba8557:0x597f6223ef291d42!8m2!3d-27.5230142!4d153.1947457!16s%2Fg%2F1v62hv92!19sChIJV4W624xdkWsRQh0p7yNif1k?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Bunbury South,140 Bussell Hwy,CAREY PARK,BUNBURY,SA,6230,-33.3604304,115.6436154,+61 8 9721 1253,,https://www.kfc.com.au/restaurants/kfc-bunbury-south/6230?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9954,2.9,388,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-22:00; Sat: 10:00-22:00,brick_and_mortar,0x2a2e1d6b5ed13cc3:0x66899fb6777f263e,https://www.google.com/maps/place/KFC+Bunbury+South/data=!4m7!3m6!1s0x2a2e1d6b5ed13cc3:0x66899fb6777f263e!8m2!3d-33.3604304!4d115.6436154!16s%2Fg%2F1tkxpm5t!19sChIJwzzRXmsdLioRPiZ_d7afiWY?authuser=0&hl=en&rclk=1,,,,,,,,,
KFC,KFC Monash,826 Blackburn Rd,CLAYTON,MONASH,SA,3168,-37.9171710,145.1402560,+61 3 7577 7956,,https://www.kfc.com.au/restaurants/kfc-monash/3168?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K2521,3.6,99,Sun: 10:00-22:00; Mon: 10:00-22:00; Tue: 10:00-22:00; Wed: 10:00-22:00; Thu: 10:00-22:00; Fri: 10:00-23:00; Sat: 10:00-23:00,brick_and_mortar,0x6ad6155ee9b4be03:0xec2209eb7897e4d2,https://www.google.com/maps/place/KFC+Monash/data=!4m7!3m6!1s0x6ad6155ee9b4be03:0xec2209eb7897e4d2!8m2!3d-37.917171!4d145.140256!16s%2Fg%2F11msb7v5nw!19sChIJA7606V4V1moR0uSXeOsJIuw?authuser=0&hl=en&rclk=1,,,,,,,,,
